
# Curve 0 of 1, 601 points
# Curve title: "'pulseshape_4_12543.dat' u ($1-6220):($2+1860)*5"
# x y type
 NaN  NaN  u
 24791 -15.05  i
 24792 -13.9  i
 24793 -14.5  i
 24795 -14.15  i
 24796 -15.55  i
 24797 -15.7  i
 24798 -16.3  i
 24800 -15.65  i
 24801 -16.9  i
 24802 -16.4  i
 24803 -17.5  i
 24805 -16.6  i
 24806 -17.5  i
 24807 -17.15  i
 24808 -17.9  i
 24810 -17.4  i
 24811 -17.9  i
 24812 -17.4  i
 24813 -17.5  i
 24815 -16.9  i
 24816 -17.4  i
 24817 -17.45  i
 24818 -17.9  i
 24820 -17.25  i
 24821 -18.3  i
 24822 -17.85  i
 24823 -18  i
 24825 -17.25  i
 24826 -18.2  i
 24827 -16.5  i
 24828 -16.35  i
 24830 -14  i
 24831 -12.35  i
 24832 -8.85  i
 24833 -7.4  i
 24835 -4.55  i
 24836 -3.6  i
 24837 -0.75  i
 24838  1.05  i
 24840  3.2  i
 24841  4.85  i
 24842  6  i
 24843  4.8  i
 24845  5.05  i
 24846  4.65  i
 24847  5.15  i
 24848  4.5  i
 24850  4.1  i
 24851  3.8  i
 24852  5.95  i
 24853  7.2  i
 24855  12.85  i
 24856  21.1  i
 24857  36  i
 24858  54.2  i
 24860  81.65  i
 24861  120.3  i
 24862  182.95  i
 24863  281.5  i
 24865  424.6  i
 24866  608.75  i
 24867  827.85  i
 24868  1075.6  i
 24870  1344.85  i
 24871  1628.15  i
 24872  1910.15  i
 24873  2160.9  i
 24875  2375.65  i
 24876  2546.1  i
 24877  2672.05  i
 24878  2761.75  i
 24880  2829.45  i
 24881  2883.25  i
 24882  2950.5  i
 24883  3035.8  i
 24885  3161  i
 24886  3340  i
 24887  3579.8  i
 24888  3896.3  i
 24890  4296.9  i
 24891  4765.1  i
 24892  5291.3  i
 24893  5856.1  i
 24895  6436.9  i
 24896  7013.9  i
 24897  7577.75  i
 24898  8110.4  i
 24900  8599.35  i
 24901  9022.85  i
 24902  9368.25  i
 24903  9624.1  i
 24905  9811.65  i
 24906  9955.95  i
 24907  10079.9  i
 24908  10164.1  i
 24910  10206.8  i
 24911  10221.1  i
 24912  10220.6  i
 24913  10193.9  i
 24915  10159.5  i
 24916  10128.5  i
 24917  10084.1  i
 24918  10036.5  i
 24920  10025.7  i
 24921  10015.2  i
 24922  9999.4  i
 24923  10002.4  i
 24925  10021.4  i
 24926  10057.4  i
 24927  10108.9  i
 24928  10179  i
 24930  10258.6  i
 24931  10350.1  i
 24932  10489.6  i
 24933  10685.4  i
 24935  10916  i
 24936  11202.9  i
 24937  11567.4  i
 24938  11998.3  i
 24940  12468.4  i
 24941  12973.2  i
 24942  13505.2  i
 24943  14011.9  i
 24945  14476.4  i
 24946  14877  i
 24947  15177.6  i
 24948  15337  i
 24950  15361  i
 24951  15275  i
 24952  15076.6  i
 24953  14774.1  i
 24955  14417  i
 24956  14034.8  i
 24957  13635.1  i
 24958  13236.1  i
 24960  12870.4  i
 24961  12534.8  i
 24962  12232  i
 24963  11968.4  i
 24965  11730.6  i
 24966  11526.6  i
 24967  11376.7  i
 24968  11270.6  i
 24970  11189.7  i
 24971  11149.4  i
 24972  11143.5  i
 24973  11147.1  i
 24975  11158.4  i
 24976  11192.7  i
 24977  11232.9  i
 24978  11255.8  i
 24980  11297.8  i
 24981  11355.7  i
 24982  11403.2  i
 24983  11453  i
 24985  11513.6  i
 24986  11570.5  i
 24987  11633.5  i
 24988  11711.1  i
 24990  11803.8  i
 24991  11894.1  i
 24992  11997.6  i
 24993  12111.1  i
 24995  12218.3  i
 24996  12294.4  i
 24997  12317.6  i
 24998  12267.4  i
 25000  12117.1  i
 25001  11841  i
 25002  11458.7  i
 25003  10989.9  i
 25005  10437.7  i
 25006  9828.15  i
 25007  9200.95  i
 25008  8548.2  i
 25010  7906.9  i
 25011  7301.8  i
 25012  6716.7  i
 25013  6148  i
 25015  5624.45  i
 25016  5142.45  i
 25017  4704.15  i
 25018  4312.75  i
 25020  3971.25  i
 25021  3666.7  i
 25022  3391  i
 25023  3143.7  i
 25025  2926.8  i
 25026  2742.25  i
 25027  2578.5  i
 25028  2429.9  i
 25030  2310.85  i
 25031  2209  i
 25032  2114.65  i
 25033  2030.1  i
 25035  1958.3  i
 25036  1884.05  i
 25037  1813.55  i
 25038  1742.35  i
 25040  1667.85  i
 25041  1591.8  i
 25042  1523.35  i
 25043  1452.15  i
 25045  1385.35  i
 25046  1329.35  i
 25047  1279.65  i
 25048  1233.2  i
 25050  1195.25  i
 25051  1159.7  i
 25052  1126.9  i
 25053  1101.25  i
 25055  1080.95  i
 25056  1055.85  i
 25057  1035.3  i
 25058  1016.85  i
 25060  997.7  i
 25061  978.2  i
 25062  963  i
 25063  945  i
 25065  926.45  i
 25066  910.45  i
 25067  895.6  i
 25068  874.85  i
 25070  856.4  i
 25071  841.3  i
 25072  824.8  i
 25073  809.65  i
 25075  794.55  i
 25076  775.35  i
 25077  760  i
 25078  740.15  i
 25080  718.05  i
 25081  691.95  i
 25082  667.7  i
 25083  646  i
 25085  630.9  i
 25086  609.35  i
 25087  588  i
 25088  570.65  i
 25090  555.65  i
 25091  541.75  i
 25092  529.4  i
 25093  518.55  i
 25095  508.65  i
 25096  497.85  i
 25097  490.45  i
 25098  481.55  i
 25100  474.9  i
 25101  467.25  i
 25102  460.2  i
 25103  455.2  i
 25105  447.05  i
 25106  437.35  i
 25107  429.65  i
 25108  422.1  i
 25110  417.85  i
 25111  411.5  i
 25112  407.15  i
 25113  399.85  i
 25115  391.3  i
 25116  381.9  i
 25117  375.35  i
 25118  365.95  i
 25120  359.15  i
 25121  353  i
 25122  346.75  i
 25123  338.15  i
 25125  333.9  i
 25126  325.05  i
 25127  316.5  i
 25128  306.1  i
 25130  295.3  i
 25131  281.15  i
 25132  272.55  i
 25133  263.9  i
 25135  258.5  i
 25136  254  i
 25137  251.2  i
 25138  250.2  i
 25140  251.15  i
 25141  246.85  i
 25142  247  i
 25143  252  i
 25145  258.45  i
 25146  263.15  i
 25147  268.6  i
 25148  271.75  i
 25150  273.65  i
 25151  277.1  i
 25152  281.9  i
 25153  283.65  i
 25155  286.55  i
 25156  288.1  i
 25157  291.4  i
 25158  294  i
 25160  295.85  i
 25161  296.05  i
 25162  296.15  i
 25163  296.8  i
 25165  302.25  i
 25166  303.65  i
 25167  303.35  i
 25168  305.4  i
 25170  305.85  i
 25171  303.3  i
 25172  303.65  i
 25173  303.65  i
 25175  304.55  i
 25176  302.6  i
 25177  304.1  i
 25178  303.95  i
 25180  304.8  i
 25181  304.95  i
 25182  306.65  i
 25183  308.6  i
 25185  312  i
 25186  312.9  i
 25187  315.4  i
 25188  314.3  i
 25190  313.95  i
 25191  316.5  i
 25192  316.3  i
 25193  312.3  i
 25195  311.2  i
 25196  309.25  i
 25197  308.4  i
 25198  307.6  i
 25200  308.7  i
 25201  308.75  i
 25202  309.8  i
 25203  308.1  i
 25205  308.3  i
 25206  309.55  i
 25207  311.05  i
 25208  309.15  i
 25210  306.35  i
 25211  303.8  i
 25212  305.4  i
 25213  307  i
 25215  305.85  i
 25216  300.75  i
 25217  299.1  i
 25218  297.3  i
 25220  299.7  i
 25221  298.75  i
 25222  299.45  i
 25223  297.85  i
 25225  295.25  i
 25226  295.15  i
 25227  296.8  i
 25228  291.95  i
 25230  288.25  i
 25231  286.2  i
 25232  286  i
 25233  283.85  i
 25235  281.8  i
 25236  280.65  i
 25237  279.75  i
 25238  275.3  i
 25240  273.2  i
 25241  272.45  i
 25242  271.75  i
 25243  267.7  i
 25245  268  i
 25246  265  i
 25247  263.1  i
 25248  261  i
 25250  260  i
 25251  255  i
 25252  255.35  i
 25253  252.9  i
 25255  249.25  i
 25256  245.95  i
 25257  243.55  i
 25258  238.6  i
 25260  237.3  i
 25261  235.15  i
 25262  232.15  i
 25263  230.2  i
 25265  228.3  i
 25266  223.8  i
 25267  220.55  i
 25268  215.65  i
 25270  210.3  i
 25271  206.6  i
 25272  206.1  i
 25273  202.85  i
 25275  198.55  i
 25276  193.75  i
 25277  191.05  i
 25278  186.05  i
 25280  184.2  i
 25281  179.6  i
 25282  175.75  i
 25283  171.35  i
 25285  170  i
 25286  167.5  i
 25287  165.5  i
 25288  159.95  i
 25290  156.2  i
 25291  154.85  i
 25292  155.25  i
 25293  152.7  i
 25295  151.5  i
 25296  148.65  i
 25297  147.25  i
 25298  146.45  i
 25300  145.35  i
 25301  141.6  i
 25302  141.45  i
 25303  140.3  i
 25305  140.35  i
 25306  139.2  i
 25307  140.2  i
 25308  140  i
 25310  139.55  i
 25311  138.65  i
 25312  141.5  i
 25313  139.3  i
 25315  137.95  i
 25316  136.8  i
 25317  137.35  i
 25318  135.8  i
 25320  136.45  i
 25321  133.6  i
 25322  131.1  i
 25323  129.55  i
 25325  129.25  i
 25326  128.55  i
 25327  129.85  i
 25328  128.3  i
 25330  128.55  i
 25331  127.85  i
 25332  126.45  i
 25333  122.8  i
 25335  121.65  i
 25336  119.4  i
 25337  118.05  i
 25338  115.45  i
 25340  115.5  i
 25341  114.65  i
 25342  115.1  i
 25343  113.35  i
 25345  113.5  i
 25346  113.45  i
 25347  113.7  i
 25348  113.5  i
 25350  113.7  i
 25351  112.55  i
 25352  111.5  i
 25353  109.55  i
 25355  109.1  i
 25356  108.8  i
 25357  110.4  i
 25358  108.5  i
 25360  108.4  i
 25361  107  i
 25362  107.1  i
 25363  107.45  i
 25365  108.25  i
 25366  106.8  i
 25367  105.35  i
 25368  102.9  i
 25370  103.5  i
 25371  101.25  i
 25372  98.3  i
 25373  95.9  i
 25375  95.9  i
 25376  93.95  i
 25377  92.3  i
 25378  89.25  i
 25380  87.1  i
 25381  85.9  i
 25382  88.1  i
 25383  87.1  i
 25385  85.7  i
 25386  82.3  i
 25387  81.05  i
 25388  79.7  i
 25390  78.3  i
 25391  76.8  i
 25392  77.15  i
 25393  75.95  i
 25395  76.7  i
 25396  75.3  i
 25397  74.5  i
 25398  71.7  i
 25400  70.9  i
 25401  68.2  i
 25402  68.75  i
 25403  67.6  i

